Price,Metro station,Minutes to metro,Number of rooms,Area,Floor,Number of floors,Renovation
26601191.0,Панфиловская,6.0,2.0,47.2,5.0,18,European-style renovation
36232855.0,Панфиловская,6.0,2.0,67.1,11.0,18,European-style renovation
26480893.0,Панфиловская,6.0,2.0,47.7,4.0,18,European-style renovation
15750000.0,Новодачная,20.0,2.0,57.0,8.0,19,European-style renovation
14000000.0,Зябликово,10.0,2.0,54.7,1.0,16,Cosmetic
14900000.0,Калитники,3.0,2.0,36.8,9.0,9,Cosmetic
28500000.0,Юго-Западная,17.0,2.0,74.0,15.0,17,European-style renovation
12450000.0,Рабочий Посёлок,24.0,2.0,52.6,13.0,14,Cosmetic
12750000.0,Улица Горчакова,9.0,2.0,49.9,4.0,9,Cosmetic
20500000.0,Южная,14.0,2.0,59.0,2.0,18,European-style renovation
25500000.0,Тестовская,8.0,2.0,64.2,11.0,25,Designer
12400000.0,Отрадное,15.0,2.0,46.3,7.0,9,Cosmetic
11000000.0,Прокшино,18.0,2.0,47.6,3.0,16,Without renovation
11480000.0,Тимирязевская,5.0,2.0,45.2,5.0,5,Without renovation
69000000.0,Международная,5.0,2.0,67.5,46.0,68,Designer
32000000.0,Москва-Товарная,10.0,2.0,72.2,2.0,14,European-style renovation
14000000.0,Братиславская,26.0,2.0,52.0,4.0,12,European-style renovation
11600000.0,Коммунарка,12.0,2.0,54.0,5.0,15,Without renovation
12200000.0,Пролетарская,13.0,2.0,37.8,2.0,9,Cosmetic
9000000.0,Бескудниково,13.0,2.0,44.7,1.0,9,European-style renovation
15500000.0,Профсоюзная,15.0,2.0,48.0,1.0,8,Cosmetic
50000000.0,Арбатская,9.0,2.0,58.0,13.0,26,Designer
14500000.0,Давыдково,6.0,2.0,43.6,4.0,5,European-style renovation
23300000.0,Студенческая,7.0,2.0,45.2,3.0,5,Designer
8800000.0,Силикатная,27.0,2.0,45.8,5.0,15,Without renovation
35500000.0,Студенческая,10.0,2.0,72.1,8.0,10,Designer
40000000.0,Гражданская,8.0,2.0,98.0,8.0,34,Designer
29500000.0,Технопарк,10.0,2.0,50.0,20.0,20,Designer
13800000.0,Рассказовка,11.0,2.0,45.0,16.0,20,Cosmetic
28500000.0,Профсоюзная,9.0,2.0,73.2,10.0,24,Cosmetic
12200000.0,Алексеевская,14.0,2.0,42.4,3.0,5,Cosmetic
12500000.0,Коммунарка,38.0,2.0,43.3,6.0,17,Designer
9750000.0,Улица Горчакова,30.0,2.0,42.1,4.0,15,Without renovation
13500000.0,ВДНХ,11.0,2.0,40.0,4.0,12,Cosmetic
49980000.0,Мичуринский проспект,12.0,2.0,75.6,26.0,50,Designer
21500000.0,Новые Черемушки,11.0,2.0,52.0,10.0,17,Designer
14000000.0,Пятницкое шоссе,11.0,2.0,53.2,16.0,17,Cosmetic
20986800.0,Трикотажная,16.0,2.0,62.2,17.0,20,Cosmetic
10650000.0,Прокшино,15.0,2.0,40.1,10.0,17,Without renovation
15000000.0,ВДНХ,18.0,2.0,50.5,1.0,8,Without renovation
14000000.0,Пятницкое шоссе,3.0,2.0,58.3,10.0,17,Cosmetic
15990000.0,Ясенево,8.0,2.0,58.1,2.0,22,Cosmetic
13300000.0,Улица Дмитриевского,30.0,2.0,53.2,7.0,24,Cosmetic
8600000.0,Щербинка,9.0,2.0,43.0,5.0,5,Cosmetic
13500000.0,Юго-Западная,12.0,2.0,46.8,5.0,12,Cosmetic
66000000.0,Шелепиха,17.0,2.0,94.2,3.0,24,Designer
13500000.0,ВДНХ,9.0,2.0,36.0,3.0,8,European-style renovation
13200000.0,Домодедовская,11.0,2.0,53.0,8.0,16,Without renovation
13750000.0,Марьино,7.0,2.0,51.1,11.0,14,Cosmetic
54800000.0,Электрозаводская,12.0,2.0,85.4,2.0,17,Designer
17500000.0,Южная,23.0,2.0,56.0,19.0,23,Cosmetic
15800000.0,Медведково,12.0,2.0,56.6,3.0,16,European-style renovation
59000000.0,Красные ворота,6.0,2.0,67.0,9.0,26,Designer
13800000.0,Новаторская,14.0,2.0,45.0,6.0,9,Without renovation
13000000.0,Царицыно,36.0,2.0,63.0,9.0,20,Without renovation
14200000.0,Ростокино,6.0,2.0,43.0,4.0,14,European-style renovation
31800000.0,Тульская,25.0,2.0,55.3,3.0,16,Designer
27500000.0,Алексеевская,12.0,2.0,64.0,33.0,35,Without renovation
12800000.0,Алма-Атинская,56.0,2.0,54.0,12.0,12,Cosmetic
15300000.0,Волоколамская,9.0,2.0,53.6,15.0,17,Cosmetic
14000000.0,Измайловская,7.0,2.0,36.1,2.0,9,European-style renovation
13224680.0,Некрасовка,19.0,2.0,66.8,12.0,25,Cosmetic
13224680.0,Некрасовка,19.0,2.0,66.8,15.0,25,Cosmetic
13224680.0,Некрасовка,19.0,2.0,66.8,17.0,25,Cosmetic
13224680.0,Некрасовка,19.0,2.0,66.8,21.0,25,Cosmetic
13224680.0,Некрасовка,19.0,2.0,66.8,22.0,25,Cosmetic
19974000.0,Сокол,13.0,2.0,56.2,9.0,10,European-style renovation
43500000.0,Давыдково,23.0,2.0,70.2,19.0,25,Without renovation
16000000.0,Лухмановская,24.0,2.0,61.4,24.0,24,Cosmetic
10200000.0,Перово,26.0,2.0,46.9,8.0,12,Cosmetic
11000000.0,Выхино,22.0,2.0,38.5,14.0,14,Cosmetic
13000000.0,Зябликово,5.0,2.0,50.0,2.0,12,European-style renovation
12800000.0,Алтуфьево,19.0,2.0,47.0,9.0,12,European-style renovation
16000000.0,Народное Ополчение,22.0,2.0,53.8,14.0,16,Cosmetic
11700000.0,Улица Академика Янгеля,13.0,2.0,46.2,11.0,12,Cosmetic
16300000.0,Нижегородская,9.0,2.0,55.4,17.0,33,Without renovation
20000000.0,Фонвизинская,5.0,2.0,55.0,16.0,22,European-style renovation
24990000.0,Спартак,12.0,2.0,45.3,10.0,26,European-style renovation
37000000.0,Третьяковская,3.0,2.0,70.0,3.0,5,Cosmetic
26000000.0,Бутырская,13.0,2.0,60.0,4.0,28,European-style renovation
18500000.0,Водный стадион,21.0,2.0,59.9,5.0,17,European-style renovation
35000000.0,Тропарево,17.0,2.0,69.8,4.0,22,Without renovation
10200000.0,Молодежная,19.0,2.0,42.7,1.0,5,Cosmetic
21500000.0,Аминьевская,6.0,2.0,55.5,15.0,29,European-style renovation
15200000.0,Ломоносовский проспект,7.0,2.0,36.0,7.0,9,European-style renovation
12500000.0,Народное Ополчение,7.0,2.0,40.1,8.0,9,Cosmetic
29000000.0,Серпуховская,18.0,2.0,56.4,30.0,46,European-style renovation
11000000.0,Красный Балтиец,14.0,2.0,33.0,3.0,6,Without renovation
12100000.0,Речной вокзал,6.0,2.0,38.0,4.0,9,Without renovation
13800000.0,Перово,13.0,2.0,61.0,5.0,5,Cosmetic
16300000.0,Беломорская,18.0,2.0,67.2,2.0,18,European-style renovation
16000000.0,Ольховая,15.0,2.0,69.0,1.0,12,Designer
19000000.0,Новаторская,8.0,2.0,60.0,8.0,18,European-style renovation
18000000.0,Зябликово,19.0,2.0,51.2,2.0,25,European-style renovation
73700000.0,Международная,5.0,2.0,73.0,38.0,68,Designer
12200000.0,Зюзино,10.0,2.0,38.0,9.0,12,Cosmetic
19900000.0,Юго-Западная,16.0,2.0,55.0,13.0,17,European-style renovation
18500000.0,Давыдково,15.0,2.0,58.2,11.0,22,Cosmetic
28000000.0,Аминьевская,11.0,2.0,58.0,34.0,37,Designer
11600000.0,Царицыно,17.0,2.0,45.0,10.0,12,Cosmetic
12000000.0,Пятницкое шоссе,13.0,2.0,50.7,8.0,14,Without renovation
15500000.0,Новокосино,12.0,2.0,54.2,12.0,17,European-style renovation
14000000.0,Дмитровская,12.0,2.0,45.7,2.0,8,Cosmetic
12900000.0,Покровское,32.0,2.0,56.0,12.0,18,Cosmetic
29900000.0,Смоленская,9.0,2.0,52.0,3.0,13,European-style renovation
13700000.0,Водный стадион,13.0,2.0,40.0,1.0,5,Without renovation
17300000.0,Новаторская,17.0,2.0,52.2,2.0,16,Cosmetic
22990000.0,Солнцево,14.0,2.0,102.6,16.0,23,European-style renovation
20500000.0,Нагатинский Затон,5.0,2.0,55.0,4.0,22,European-style renovation
16500000.0,Рассказовка,14.0,2.0,60.0,9.0,17,European-style renovation
18900000.0,Стахановская,2.0,2.0,63.0,5.0,19,European-style renovation
18300000.0,Стахановская,2.0,2.0,63.0,18.0,19,European-style renovation
27600000.0,Народное Ополчение,13.0,2.0,55.2,25.0,32,European-style renovation
12300000.0,Новаторская,13.0,2.0,37.4,1.0,9,Cosmetic
15850000.0,Стахановская,2.0,2.0,50.0,9.0,19,Cosmetic
19000000.0,Стрешнево,16.0,2.0,43.4,11.0,22,Designer
21200000.0,Фили,13.0,2.0,45.9,9.0,16,European-style renovation
31700000.0,Озёрная,14.0,2.0,82.7,6.0,18,European-style renovation
43000000.0,Зорге,15.0,2.0,85.0,10.0,13,Designer
289000000.0,Фрунзенская,6.0,2.0,119.0,4.0,14,Designer
12200000.0,Озёрная,6.0,2.0,38.5,9.0,12,Cosmetic
12000000.0,Коптево,18.0,2.0,43.0,2.0,5,Without renovation
15200000.0,Новокосино,10.0,2.0,51.7,9.0,17,Cosmetic
16200000.0,Рижская,18.0,2.0,41.5,2.0,5,Cosmetic
23900000.0,Студенческая,4.0,2.0,55.4,7.0,9,Cosmetic
12500000.0,Планерная,10.0,2.0,44.7,5.0,5,European-style renovation
14200000.0,Коньково,11.0,2.0,51.0,3.0,16,Cosmetic
15700000.0,Кантемировская,21.0,2.0,54.0,3.0,5,European-style renovation
16500000.0,Курьяново,8.0,2.0,52.0,23.0,32,European-style renovation
16000000.0,Щелковская,3.0,2.0,55.0,10.0,16,Cosmetic
14000000.0,Преображенская площадь,12.0,2.0,43.0,1.0,5,Designer
14000000.0,Стахановская,7.0,2.0,58.3,2.0,7,Cosmetic
15900000.0,Новаторская,15.0,2.0,50.5,1.0,12,European-style renovation
39500000.0,Тропарево,17.0,2.0,84.0,5.0,22,Without renovation
11900000.0,Теплый Стан,9.0,2.0,43.3,6.0,9,Cosmetic
14400000.0,Беляево,19.0,2.0,47.3,13.0,14,Designer
15000000.0,Сокольники,7.0,2.0,44.5,1.0,12,Cosmetic
24900000.0,Новаторская,15.0,2.0,57.2,8.0,22,European-style renovation
16200000.0,Ясенево,12.0,2.0,58.2,7.0,22,Cosmetic
20900000.0,Москва-Товарная,12.0,2.0,51.0,14.0,17,European-style renovation
13300000.0,Сетунь,5.0,2.0,46.0,2.0,5,European-style renovation
16000000.0,Тропарево,17.0,2.0,54.0,4.0,16,Cosmetic
12000000.0,Ховрино,13.0,2.0,39.0,9.0,12,Cosmetic
12500000.0,Бунинская Аллея,9.0,2.0,54.0,4.0,16,Cosmetic
18300000.0,Щелковская,8.0,2.0,65.0,17.0,32,European-style renovation
16000000.0,Новопеределкино,20.0,2.0,68.4,22.0,25,European-style renovation
23250000.0,Варшавская,11.0,2.0,63.0,8.0,23,European-style renovation
9900000.0,Кузьминки,10.0,2.0,44.0,3.0,9,Cosmetic
17350000.0,Автозаводская,4.0,2.0,60.0,7.0,9,Cosmetic
20000000.0,Аминьевская,13.0,2.0,48.1,4.0,25,Without renovation
12000000.0,Студенческая,56.0,2.0,44.4,8.0,12,Cosmetic
16500000.0,Некрасовка,8.0,2.0,64.1,8.0,17,Designer
14500000.0,ВДНХ,13.0,2.0,53.5,1.0,14,Cosmetic
11300000.0,Бульвар Рокоссовского,10.0,2.0,39.1,2.0,5,Cosmetic
17500000.0,Павшино,17.0,2.0,60.5,5.0,25,European-style renovation
13900000.0,Люблино,16.0,2.0,51.0,17.0,17,European-style renovation
11000000.0,Кузьминки,6.0,2.0,44.6,5.0,5,Cosmetic
12300000.0,Беляево,11.0,2.0,45.0,6.0,9,Without renovation
16600000.0,Бабушкинская,3.0,2.0,54.0,4.0,16,European-style renovation
39000000.0,Чеховская,6.0,2.0,55.0,4.0,13,Without renovation
12750000.0,Домодедовская,12.0,2.0,49.7,7.0,16,Cosmetic
15200000.0,Крымская,13.0,2.0,54.5,4.0,5,Without renovation
10700000.0,Депо,8.0,2.0,43.6,1.0,9,Without renovation
17000000.0,Крымская,16.0,2.0,55.4,12.0,14,Cosmetic
18490000.0,Окская,15.0,2.0,50.5,19.0,30,European-style renovation
17500000.0,Ботанический сад,20.0,2.0,59.0,18.0,18,Without renovation
20500000.0,Угрешская,7.0,2.0,60.5,13.0,30,Without renovation
41000000.0,Смоленская,9.0,2.0,53.6,7.0,7,Without renovation
12950000.0,Покровское,32.0,2.0,56.0,17.0,18,Without renovation
21500000.0,Волоколамская,11.0,2.0,81.0,18.0,25,Designer
13400000.0,Бунинская Аллея,23.0,2.0,56.7,2.0,16,Cosmetic
12500000.0,Дубровка,17.0,2.0,43.0,1.0,5,Without renovation
15900000.0,Бауманская,9.0,2.0,42.0,5.0,9,Cosmetic
15800000.0,Щелковская,3.0,2.0,56.0,15.0,16,European-style renovation
12000000.0,Щербинка,9.0,2.0,64.3,3.0,15,Cosmetic
15800000.0,Щелковская,3.0,2.0,56.0,16.0,16,European-style renovation
15500000.0,Кузьминки,18.0,2.0,58.0,3.0,14,European-style renovation
21700000.0,Верхние Котлы,16.0,2.0,56.4,5.0,24,European-style renovation
59990000.0,Серпуховская,10.0,2.0,73.0,4.0,14,Without renovation
49000000.0,Фили,6.0,2.0,99.0,28.0,42,Without renovation
15500000.0,Пятницкое шоссе,27.0,2.0,53.0,24.0,26,European-style renovation
11500000.0,Красный Строитель,15.0,2.0,43.5,6.0,9,European-style renovation
12890000.0,Окская,3.0,2.0,44.5,1.0,12,European-style renovation
14990000.0,Окская,12.0,2.0,44.7,2.0,5,Cosmetic
20400000.0,Динамо,6.0,2.0,63.2,2.0,7,Without renovation
10000000.0,Москворечье,16.0,2.0,45.0,1.0,9,Cosmetic
18400000.0,Багратионовская,10.0,2.0,50.2,8.0,16,European-style renovation
21900000.0,Партизанская,26.0,2.0,73.9,3.0,23,Cosmetic
12500000.0,Бульвар Рокоссовского,18.0,2.0,44.4,2.0,9,Cosmetic
12000000.0,Кунцевская,6.0,2.0,44.8,1.0,9,Without renovation
25490000.0,Улица 1905 года,12.0,2.0,65.0,5.0,5,Cosmetic
12500000.0,Некрасовка,16.0,2.0,58.3,20.0,22,Cosmetic
15600000.0,Отрадное,15.0,2.0,51.6,8.0,12,European-style renovation
23000000.0,Студенческая,4.0,2.0,54.3,5.0,9,Cosmetic
20000000.0,Лесопарковая,9.0,2.0,53.0,1.0,23,Cosmetic
13900000.0,Домодедовская,18.0,2.0,40.0,4.0,25,European-style renovation
16000000.0,Люблино,25.0,2.0,59.8,3.0,17,Cosmetic
19600000.0,Аминьевская,16.0,2.0,63.0,16.0,17,Cosmetic
12000000.0,ВДНХ,21.0,2.0,51.0,1.0,9,Without renovation
24900000.0,Павелецкая,6.0,2.0,45.3,5.0,9,European-style renovation
27999000.0,Беломорская,20.0,2.0,52.0,3.0,11,Designer
12300000.0,Медведково,17.0,2.0,58.0,14.0,16,Cosmetic
21000000.0,Профсоюзная,9.0,2.0,53.0,11.0,12,European-style renovation
13980000.0,Солнцево,11.0,2.0,51.0,17.0,17,Cosmetic
19900000.0,Волгоградский проспект,5.0,2.0,61.0,4.0,24,European-style renovation
15999000.0,Локомотив,16.0,2.0,51.7,5.0,33,European-style renovation
19900000.0,Октябрьское поле,13.0,2.0,57.1,8.0,8,European-style renovation
14000000.0,Люблино,31.0,2.0,58.3,7.0,12,Cosmetic
21500000.0,Панфиловская,8.0,2.0,60.0,4.0,7,Without renovation
12000000.0,Коммунарка,12.0,2.0,54.3,7.0,15,Without renovation
19000000.0,Багратионовская,8.0,2.0,54.5,2.0,5,European-style renovation
17100000.0,Селигерская,6.0,2.0,52.0,10.0,17,Cosmetic
11800000.0,Нижегородская,14.0,2.0,36.0,4.0,33,Cosmetic
14300000.0,Проспект Вернадского,11.0,2.0,38.0,9.0,9,Cosmetic
13000000.0,Юго-Западная,14.0,2.0,49.5,1.0,12,Cosmetic
17000000.0,Новаторская,18.0,2.0,45.6,6.0,9,Cosmetic
18250000.0,Коммунарка,20.0,2.0,64.0,15.0,17,European-style renovation
24800000.0,Аэропорт,14.0,2.0,55.0,12.0,12,European-style renovation
13500000.0,Авиамоторная,10.0,2.0,45.0,4.0,8,European-style renovation
14200000.0,Хорошево,8.0,2.0,42.3,3.0,5,Cosmetic
34499000.0,Улица 1905 года,12.0,2.0,49.5,32.0,44,Designer
15600000.0,Свиблово,5.0,2.0,50.8,9.0,17,Cosmetic
15950000.0,Народное Ополчение,9.0,2.0,52.1,3.0,12,Cosmetic
19500000.0,Угрешская,9.0,2.0,60.0,20.0,30,Without renovation
18400000.0,Дубровка,4.0,2.0,58.1,10.0,14,Without renovation
14798577.0,Бульвар Рокоссовского,8.0,2.0,39.5,22.0,29,Without renovation
42343350.0,Красные ворота,10.0,2.0,56.8,13.0,19,Without renovation
33793033.0,Павелецкая,15.0,2.0,50.2,15.0,24,Without renovation
22300740.0,Свиблово,8.0,2.0,46.0,10.0,16,Without renovation
13000000.0,Отрадное,18.0,2.0,46.0,1.0,9,European-style renovation
9500000.0,Юго-Восточная,20.0,2.0,44.2,9.0,9,Cosmetic
16790000.0,Аминьевская,17.0,2.0,62.2,15.0,16,Cosmetic
13300000.0,Коптево,17.0,2.0,45.5,5.0,14,Cosmetic
11600000.0,Шипиловская,20.0,2.0,47.7,12.0,12,Without renovation
17000000.0,Молодежная,12.0,2.0,53.3,3.0,14,Cosmetic
20600000.0,Фили,18.0,2.0,69.0,15.0,28,Cosmetic
12500000.0,Народное Ополчение,21.0,2.0,43.8,3.0,5,Cosmetic
22200000.0,Новаторская,10.0,2.0,57.0,16.0,22,European-style renovation
40000000.0,Шаболовская,14.0,2.0,64.0,18.0,22,Designer
16050000.0,Рязанский проспект,11.0,2.0,55.8,23.0,23,Cosmetic
20400000.0,Домодедовская,17.0,2.0,63.1,6.0,20,Cosmetic
7650000.0,Петровский парк,16.0,2.0,26.8,2.0,2,Designer
13000000.0,Лухмановская,27.0,2.0,53.0,9.0,17,Cosmetic
15600000.0,Пыхтино,21.0,2.0,60.0,20.0,25,Cosmetic
7900000.0,Окружная,2.0,2.0,36.9,3.0,5,Cosmetic
14900000.0,Зюзино,11.0,2.0,44.7,4.0,5,Cosmetic
12700000.0,Алексеевская,14.0,2.0,42.0,3.0,5,Cosmetic
14250000.0,Улица Скобелевская,9.0,2.0,50.5,4.0,10,European-style renovation
18290000.0,Саларьево,26.0,2.0,61.0,19.0,22,European-style renovation
13500000.0,Солнцево,14.0,2.0,58.0,1.0,17,Cosmetic
26900000.0,Чеховская,3.0,2.0,42.1,2.0,6,European-style renovation
25000000.0,Академическая,12.0,2.0,55.0,6.0,12,Cosmetic
45000000.0,Новокузнецкая,11.0,2.0,91.0,2.0,6,Without renovation
12500000.0,Алма-Атинская,18.0,2.0,52.1,1.0,14,European-style renovation
12900000.0,Печатники,10.0,2.0,47.0,6.0,9,Cosmetic
11600000.0,Бибирево,15.0,2.0,53.0,1.0,12,Cosmetic
13800000.0,Медведково,19.0,2.0,50.0,4.0,17,Cosmetic
12800000.0,Владыкино,19.0,2.0,52.2,1.0,12,Cosmetic
12000000.0,Щукинская,25.0,2.0,45.0,1.0,5,Cosmetic
27500000.0,Ясенево,8.0,2.0,69.0,17.0,23,Designer
12000000.0,Аминьевская,16.0,2.0,46.6,9.0,9,Cosmetic
13800000.0,Отрадное,6.0,2.0,44.5,9.0,9,Cosmetic
11500000.0,Рязанский проспект,11.0,2.0,44.0,7.0,9,Cosmetic
20900000.0,Октябрьское поле,13.0,2.0,54.6,3.0,6,Designer
10500000.0,Боровское шоссе,25.0,2.0,44.5,8.0,9,Cosmetic
16000000.0,Москворечье,14.0,2.0,54.0,14.0,14,Cosmetic
22480000.0,Солнцево,4.0,2.0,80.0,18.0,23,European-style renovation
16700000.0,Яхромская,12.0,2.0,57.0,14.0,22,Cosmetic
14000000.0,Пятницкое шоссе,7.0,2.0,58.3,2.0,17,Cosmetic
17300000.0,Медведково,16.0,2.0,53.6,9.0,18,Cosmetic
15000000.0,Чертановская,8.0,2.0,50.4,1.0,16,Designer
15500000.0,Нагатинская,20.0,2.0,45.1,8.0,9,European-style renovation
16900000.0,Говорово,15.0,2.0,56.2,2.0,12,Cosmetic
16000000.0,Отрадное,22.0,2.0,54.1,13.0,16,Cosmetic
10900000.0,Перово,20.0,2.0,44.0,5.0,5,Without renovation
20900000.0,Домодедовская,17.0,2.0,56.0,5.0,20,Designer
40000000.0,Достоевская,12.0,2.0,77.7,6.0,10,European-style renovation
17000000.0,Селигерская,10.0,2.0,52.0,7.0,13,Cosmetic
19900000.0,Аминьевская,10.0,2.0,36.2,11.0,37,Designer
10800000.0,Измайловская,16.0,2.0,43.6,2.0,5,Cosmetic
15200000.0,Академическая,15.0,2.0,49.5,12.0,14,Without renovation
13400000.0,Бунинская Аллея,17.0,2.0,53.0,9.0,14,Cosmetic
11800000.0,Лианозово,27.0,2.0,43.8,7.0,9,Designer
12650000.0,Улица Старокачаловская,12.0,2.0,57.0,14.0,14,Cosmetic
13800000.0,Люблино,22.0,2.0,58.4,1.0,14,Cosmetic
11500000.0,Варшавская,13.0,2.0,37.1,5.0,9,Cosmetic
11900000.0,Коптево,18.0,2.0,44.1,6.0,9,European-style renovation
14250000.0,Коммунарка,26.0,2.0,65.8,16.0,17,European-style renovation
27500000.0,Парк Победы,5.0,2.0,64.0,9.0,12,Cosmetic
22200000.0,Рижская,7.0,2.0,52.5,6.0,12,Designer
11490000.0,Коммунарка,26.0,2.0,47.7,3.0,17,European-style renovation
14500000.0,Сокольники,11.0,2.0,43.0,1.0,5,Cosmetic
13500000.0,Войковская,3.0,2.0,44.0,7.0,9,Without renovation
8500000.0,Внуково,18.0,2.0,42.9,3.0,5,Without renovation
16600000.0,Каховская,8.0,2.0,58.0,2.0,17,Cosmetic
17290000.0,Калитники,12.0,2.0,59.0,7.0,14,Cosmetic
11490000.0,Царицыно,8.0,2.0,44.9,1.0,9,Without renovation
15000000.0,Шипиловская,5.0,2.0,53.5,5.0,16,Designer
29000000.0,Проспект Вернадского,10.0,2.0,71.0,1.0,12,European-style renovation
22000000.0,Рабочий Посёлок,20.0,2.0,60.4,4.0,28,Without renovation
12400000.0,Некрасовка,29.0,2.0,54.4,6.0,17,Cosmetic
16000000.0,Рассказовка,15.0,2.0,59.0,3.0,17,Cosmetic
16500000.0,Красный Балтиец,5.0,2.0,60.6,1.0,14,European-style renovation
16490000.0,Дегунино,13.0,2.0,56.7,10.0,14,Cosmetic
16530000.0,Новые Черемушки,16.0,2.0,38.2,1.0,9,European-style renovation
18800000.0,Молодежная,11.0,2.0,59.1,3.0,12,Cosmetic
12700000.0,Лухмановская,7.0,2.0,51.7,10.0,14,European-style renovation
10970000.0,Новогиреево,11.0,2.0,42.1,1.0,9,Cosmetic
12490000.0,Беломорская,6.0,2.0,37.0,5.0,9,Cosmetic
30990000.0,Павелецкая,16.0,2.0,58.6,3.0,12,European-style renovation
11600000.0,Перово,10.0,2.0,45.0,9.0,9,Cosmetic
10000000.0,Первомайская,27.0,2.0,45.0,1.0,9,Cosmetic
15900000.0,Кожуховская,9.0,2.0,48.4,3.0,5,European-style renovation
13950000.0,Павшино,17.0,2.0,40.0,5.0,25,European-style renovation
17100000.0,Беляево,13.0,2.0,45.0,3.0,9,Cosmetic
16500000.0,Коммунарка,22.0,2.0,66.0,5.0,17,European-style renovation
11500000.0,Марьино,18.0,2.0,44.5,7.0,9,Cosmetic
10300000.0,Отрадное,16.0,2.0,44.0,1.0,9,Cosmetic
13500000.0,Сетунь,15.0,2.0,49.0,1.0,12,European-style renovation
13000000.0,Ольховая,22.0,2.0,44.0,6.0,21,Designer
21500000.0,Чертановская,14.0,2.0,60.0,8.0,22,European-style renovation
15300000.0,Речной вокзал,20.0,2.0,47.0,7.0,17,European-style renovation
11500000.0,Новогиреево,10.0,2.0,42.8,2.0,5,European-style renovation
13000000.0,Войковская,7.0,2.0,42.5,4.0,5,Cosmetic
12500000.0,Дмитровская,13.0,2.0,37.7,2.0,12,Cosmetic
11600000.0,Отрадное,12.0,2.0,45.9,8.0,12,Without renovation
13200000.0,Планерная,8.0,2.0,45.8,2.0,5,Cosmetic
13800000.0,Аминьевская,20.0,2.0,57.8,3.0,5,Cosmetic
8900000.0,Улица Горчакова,30.0,2.0,38.0,4.0,15,Cosmetic
14350000.0,Гражданская,10.0,2.0,48.6,10.0,14,Cosmetic
12000000.0,Выхино,14.0,2.0,49.7,11.0,16,Without renovation
11500000.0,Некрасовка,14.0,2.0,54.0,11.0,17,Cosmetic
28900000.0,Красный Балтиец,16.0,2.0,89.0,9.0,16,European-style renovation
13000000.0,Шипиловская,10.0,2.0,44.7,5.0,9,European-style renovation
12500000.0,Бескудниково,14.0,2.0,54.0,5.0,12,Without renovation
12200000.0,Кантемировская,16.0,2.0,44.8,4.0,5,Cosmetic
13480000.0,Волжская,13.0,2.0,46.0,5.0,9,Designer
28000000.0,Кутузовская,5.0,2.0,67.0,4.0,9,European-style renovation
13300000.0,Бибирево,13.0,2.0,53.8,9.0,12,Cosmetic
13100000.0,Алтуфьево,11.0,2.0,51.0,10.0,12,Cosmetic
21990000.0,Университет,18.0,2.0,55.2,2.0,8,European-style renovation
9500000.0,Текстильщики,10.0,2.0,35.0,8.0,9,Cosmetic
12500000.0,Измайловская,4.0,2.0,40.0,8.0,8,Without renovation
10500000.0,Юго-Восточная,10.0,2.0,42.4,4.0,5,Cosmetic
14900000.0,Ленинский проспект,1.0,2.0,41.0,11.0,16,Cosmetic
13900000.0,Севастопольская,8.0,2.0,44.0,5.0,5,Cosmetic
12600000.0,Локомотив,18.0,2.0,40.0,2.0,39,European-style renovation
21500000.0,Войковская,5.0,2.0,63.0,5.0,8,European-style renovation
16300000.0,Селигерская,5.0,2.0,66.0,7.0,17,Cosmetic
14700000.0,Водный стадион,7.0,2.0,49.0,3.0,26,Cosmetic
29900000.0,Давыдково,16.0,2.0,68.0,6.0,16,European-style renovation
12300000.0,Новогиреево,8.0,2.0,45.0,11.0,12,Cosmetic
71000000.0,Таганская,13.0,2.0,64.0,8.0,33,Designer
25500000.0,Ховрино,3.0,2.0,72.1,13.0,30,Without renovation
12500000.0,Боровское шоссе,27.0,2.0,52.2,2.0,12,Cosmetic
15500000.0,Щелковская,23.0,2.0,56.6,9.0,14,European-style renovation
13500000.0,Бунинская Аллея,37.0,2.0,53.0,1.0,4,European-style renovation
25500000.0,Красносельская,11.0,2.0,64.4,3.0,5,European-style renovation
12000000.0,Царицыно,10.0,2.0,37.7,1.0,14,European-style renovation
12700000.0,Крымская,5.0,2.0,37.1,9.0,9,Cosmetic
13750000.0,Коммунарка,19.0,2.0,55.4,8.0,14,Cosmetic
12900000.0,Озёрная,14.0,2.0,46.2,2.0,5,Cosmetic
24300000.0,Улица Скобелевская,18.0,2.0,72.0,18.0,27,Designer
11200000.0,Яхромская,15.0,2.0,44.0,5.0,9,Cosmetic
11700000.0,Царицыно,18.0,2.0,46.0,2.0,9,Cosmetic
15000000.0,Зюзино,3.0,2.0,44.9,1.0,5,Without renovation
20500000.0,Войковская,17.0,2.0,64.7,5.0,5,Cosmetic
42000000.0,Тверская,6.0,2.0,52.6,4.0,7,Without renovation
12800000.0,Пятницкое шоссе,13.0,2.0,51.0,11.0,14,Cosmetic
19500000.0,Новопеределкино,8.0,2.0,69.1,14.0,23,Without renovation
18990000.0,Белорусская,15.0,2.0,60.0,1.0,8,European-style renovation
18000000.0,Медведково,21.0,2.0,52.0,2.0,14,European-style renovation
26000000.0,Бауманская,12.0,2.0,61.6,12.0,15,European-style renovation
14700000.0,Бибирево,10.0,2.0,45.3,3.0,9,Cosmetic
