Price,Metro station,Minutes to metro,Number of rooms,Area,Floor,Number of floors,Renovation
63938160.0,Павелецкая,17.0,5.0,128.7,33.0,33,Without renovation
64445440.0,Павелецкая,17.0,5.0,131.2,26.0,27,Without renovation
64889951.0,Павелецкая,7.0,5.0,104.4,9.0,18,Without renovation
64518105.0,Технопарк,17.0,5.0,159.7,6.0,27,Without renovation
66242889.0,Мичуринский проспект,11.0,5.0,180.9,41.0,42,Without renovation
66767341.0,Раменки,6.0,5.0,132.4,5.0,28,Without renovation
67058413.0,Технопарк,17.0,5.0,157.4,8.0,27,Without renovation
67238814.0,Раменки,6.0,5.0,132.4,8.0,28,Without renovation
68618733.0,Электрозаводская,14.0,5.0,111.7,13.0,13,Without renovation
68429112.0,Павелецкая,3.0,5.0,152.63,2.0,19,Without renovation
68853400.0,Кунцевская,10.0,5.0,147.28,24.0,24,Without renovation
68546354.0,Раменки,9.0,5.0,128.9,11.0,28,Without renovation
69206400.0,Павелецкая,17.0,5.0,144.0,26.0,27,Without renovation
70269186.0,Технопарк,17.0,5.0,157.4,12.0,27,Without renovation
70761650.0,Павелецкая,17.0,5.0,144.5,26.0,27,Without renovation
70629469.0,Раменки,6.0,5.0,126.5,13.0,28,Without renovation
70821893.0,Раменки,6.0,5.0,134.1,7.0,28,Without renovation
71301613.0,Мичуринский проспект,11.0,5.0,143.9,41.0,42,Without renovation
71849754.0,Раменки,5.0,5.0,126.9,13.0,28,Designer
72240720.0,Терехово,43.5,5.0,144.8,6.0,22,Designer
72303661.0,Раменки,9.0,5.0,122.0,15.0,28,Designer
73827544.0,Мичуринский проспект,11.0,5.0,153.3,41.0,42,Designer
73543920.0,Терехово,43.5,5.0,144.8,8.0,22,Designer
74740654.0,Верхние Котлы,17.0,5.0,138.4,3.0,15,Designer
75331770.0,Павелецкая,17.0,5.0,140.1,32.0,33,Designer
75425319.0,Верхние Котлы,17.0,5.0,138.4,4.0,15,Designer
75184923.0,Октябрьское поле,1.0,5.0,113.72,16.0,18,Designer
76109983.0,Верхние Котлы,17.0,5.0,138.4,6.0,15,Designer
75774640.0,Верхние Котлы,17.0,5.0,138.4,5.0,15,Designer
75931152.0,Электрозаводская,14.0,5.0,116.8,21.0,21,Designer
76794510.0,Верхние Котлы,17.0,5.0,138.4,8.0,15,Designer
23666056.0,Белорусская,5.0,6.0,33.5,19.0,36,European-style renovation
17290000.0,Минская,1.0,6.0,27.1,10.0,14,Cosmetic
28913370.0,Коптево,9.0,6.0,116.9,10.0,10,European-style renovation
21768120.0,Лужники,3.0,6.0,33.0,2.0,41,European-style renovation
15484667.0,Серпуховская,17.0,6.0,23.8,2.0,28,Cosmetic
12640000.0,Бутырская,10.0,6.0,23.8,7.0,26,Cosmetic
274912000.0,Октябрьская,1.0,6.0,171.82,8.0,9,Designer
84420000.0,Площадь Революции,2.0,6.0,40.05,1.0,4,Designer
24183900.0,Филёвский парк,11.0,6.0,39.0,9.0,17,European-style renovation
35732813.0,Выставочная,6.0,6.0,43.75,58.0,85,European-style renovation
14833876.0,Дмитровская,8.0,6.0,26.21,2.0,36,Cosmetic
17966961.0,Тульская,8.0,6.0,33.8,11.0,13,European-style renovation
13872663.0,Красный Балтиец,4.0,6.0,23.8,2.0,20,Cosmetic
6500000.0,Калитники,10.0,6.0,21.73,3.0,21,Cosmetic
7479000.0,Медведково,14.0,6.0,25.1,41.0,45,Cosmetic
19125000.0,Хорошево,16.0,6.0,36.0,10.0,23,European-style renovation
23052000.0,Калужская,18.0,6.0,45.2,2.0,32,European-style renovation
11679660.0,Полежаевская,20.0,6.0,25.8,5.0,28,Cosmetic
14555343.0,Печатники,16.0,6.0,25.4,18.0,22,Cosmetic
28324800.0,Красные ворота,7.0,6.0,33.72,6.0,19,European-style renovation
11188704.0,Очаково,15.0,6.0,22.0,10.0,48,Cosmetic
8225616.0,Тушинская,5.0,6.0,23.8,5.0,25,Cosmetic
10548686.0,Селигерская,4.0,6.0,30.34,3.0,39,Cosmetic
15400000.0,Шелепиха,15.0,6.0,33.0,27.0,43,Cosmetic
28245000.0,Октябрьская,1.0,6.0,26.9,2.0,9,European-style renovation
13198144.0,Электрозаводская,14.0,6.0,22.6,4.0,11,Cosmetic
14106071.0,Шелепиха,10.0,6.0,19.1,21.0,32,Cosmetic
12441000.0,Давыдково,12.0,6.0,37.7,3.0,21,Cosmetic
12600000.0,Ботанический сад,13.0,6.0,51.6,4.0,17,Cosmetic
13336534.0,Нагатинская,15.0,6.0,26.0,22.0,26,Cosmetic
13786589.0,Стрешнево,3.0,6.0,27.9,2.0,30,Cosmetic
7548543.0,Прокшино,15.0,6.0,19.3,7.0,15,Cosmetic
10054259.0,Нагатинская,6.0,6.0,18.55,7.0,25,Cosmetic
14897280.0,Академическая,1.0,6.0,17.9,10.0,19,Cosmetic
9905100.0,Октябрьское поле,3.0,6.0,24.1,27.0,27,Cosmetic
10982050.0,Гражданская,10.0,6.0,23.9,8.0,25,Cosmetic
15779006.0,Зорге,6.0,6.0,24.5,3.0,16,Cosmetic
7241920.0,Коммунарка,10.0,6.0,22.4,2.0,13,Cosmetic
6900728.0,Коммунарка,14.0,6.0,21.3,2.0,14,Cosmetic
9319050.0,Коптево,9.0,6.0,35.4,2.0,10,Cosmetic
6295015.0,Говорово,13.0,6.0,19.8,1.0,9,Cosmetic
6326160.0,Ольховая,17.0,6.0,24.0,5.0,16,Cosmetic
7287232.0,Бунинская Аллея,8.0,6.0,26.3,9.0,9,Cosmetic
8103679.0,Калитники,11.0,6.0,22.35,4.0,21,Cosmetic
9265828.0,Кожуховская,9.0,6.0,18.4,2.0,24,Cosmetic
17098860.0,Мичуринский проспект,16.0,6.0,31.8,25.0,26,Cosmetic
6056623.0,Филатов Луг,11.0,6.0,21.1,12.0,19,Cosmetic
7284959.0,Бунинская Аллея,18.0,6.0,22.4,3.0,30,Cosmetic
12248520.0,Зорге,13.0,6.0,28.12,7.0,21,Cosmetic
14452240.0,Красный Балтиец,4.0,6.0,23.8,16.0,20,Cosmetic
14680078.0,Красный Балтиец,4.0,6.0,23.8,20.0,20,Cosmetic
16026504.0,Дмитровская,7.0,6.0,26.4,23.0,43,Cosmetic
16000000.0,Аминьевская,7.0,6.0,28.9,34.0,41,Cosmetic
14054360.0,Тульская,13.0,6.0,26.57,5.0,20,Cosmetic
14367059.0,Тульская,13.0,6.0,24.93,12.0,20,Cosmetic
15548571.0,Тульская,13.0,6.0,27.73,13.0,20,Cosmetic
15433723.0,Тульская,13.0,6.0,26.56,7.0,20,Cosmetic
9370000.0,Нижегородская,10.0,6.0,25.4,13.0,27,Cosmetic
14500000.0,Шелепиха,17.0,6.0,30.0,2.0,41,Cosmetic
21900000.0,Хорошево,26.0,6.0,43.2,23.0,43,European-style renovation
30900000.0,Красные ворота,7.0,6.0,40.0,14.0,19,European-style renovation
5745000.0,Филатов Луг,13.0,6.0,28.9,7.0,9,Cosmetic
14500000.0,Шелепиха,13.0,6.0,29.31,15.0,35,Cosmetic
22999999.0,Трикотажная,5.0,6.0,63.0,4.0,19,European-style renovation
4812800.0,Озёрная,20.0,6.0,20.48,3.0,21,Cosmetic
5357495.0,Филатов Луг,13.0,6.0,19.97,2.0,9,Cosmetic
5477383.0,Рассказовка,18.0,6.0,19.97,9.0,9,Cosmetic
5500000.0,Озёрная,20.0,6.0,21.89,4.0,21,Cosmetic
5612175.0,Щербинка,18.0,6.0,19.9,2.0,11,Cosmetic
5640000.0,Озёрная,20.0,6.0,21.67,4.0,21,Cosmetic
5668964.0,Щербинка,11.0,6.0,19.87,17.0,17,Cosmetic
5678248.0,Филатов Луг,13.0,6.0,22.0,3.0,14,Cosmetic
5665000.0,Озёрная,20.0,6.0,21.88,3.0,21,Cosmetic
5653084.0,Окружная,12.0,6.0,20.1,2.0,14,Cosmetic
5688399.0,Щербинка,11.0,6.0,19.91,17.0,17,Cosmetic
5707716.0,Ольховая,17.0,6.0,21.0,4.0,16,Cosmetic
5799714.0,Щербинка,11.0,6.0,19.91,7.0,17,Cosmetic
5820116.0,Щербинка,18.0,6.0,19.8,8.0,17,Cosmetic
5831979.0,Щербинка,11.0,6.0,19.91,10.0,17,Cosmetic
5974995.0,Филатов Луг,13.0,6.0,23.8,6.0,14,Cosmetic
5940699.0,Говорово,13.0,6.0,21.34,2.0,15,Cosmetic
5987508.0,Окружная,12.0,6.0,20.1,11.0,14,Cosmetic
6141338.0,Ольховая,17.0,6.0,19.1,15.0,15,Cosmetic
6133884.0,Щербинка,9.0,6.0,20.0,10.0,17,Cosmetic
6218170.0,Ольховая,14.0,6.0,21.1,9.0,14,Cosmetic
6236933.0,Ольховая,17.0,6.0,20.4,13.0,15,Cosmetic
6277855.0,Калитники,9.0,6.0,17.83,10.0,21,Cosmetic
6310899.0,Филатов Луг,11.0,6.0,23.6,1.0,19,Cosmetic
6357768.0,Ольховая,17.0,6.0,24.0,6.0,16,Cosmetic
6497400.0,Аэропорт Внуково,17.0,6.0,29.4,14.0,14,Cosmetic
6429252.0,Нахабино,21.0,6.0,19.6,25.0,25,Cosmetic
6478722.0,Пятницкое шоссе,31.0,6.0,19.6,17.0,25,Cosmetic
6490618.0,Щербинка,13.0,6.0,23.8,17.0,17,Cosmetic
6549627.0,Пятницкое шоссе,31.0,6.0,19.7,16.0,25,Cosmetic
6536260.0,Бунинская Аллея,5.0,6.0,20.9,6.0,9,Cosmetic
6588322.0,Пятницкое шоссе,31.0,6.0,19.7,14.0,25,Cosmetic
6642980.0,Говорово,13.0,6.0,20.5,1.0,9,Cosmetic
6627660.0,Говорово,13.0,6.0,24.38,3.0,15,Cosmetic
6696984.0,Пятницкое шоссе,4.0,6.0,20.0,5.0,19,Cosmetic
6757475.0,Филатов Луг,11.0,6.0,22.8,19.0,19,Cosmetic
6792978.0,Калитники,10.0,6.0,20.1,7.0,21,Cosmetic
6838770.0,Ольховая,14.0,6.0,25.7,4.0,14,Cosmetic
6812374.0,Дегунино,6.0,6.0,20.3,9.0,33,Cosmetic
6939900.0,Коммунарка,10.0,6.0,22.6,2.0,16,Cosmetic
6929940.0,Пятницкое шоссе,5.0,6.0,20.0,3.0,19,Cosmetic
6933992.0,Пятницкое шоссе,4.0,6.0,20.0,14.0,19,Cosmetic
6935109.0,Коммунарка,14.0,6.0,21.3,2.0,14,Cosmetic
6900383.0,Филатов Луг,11.0,6.0,22.0,1.0,19,Cosmetic
6923590.0,Ховрино,16.0,6.0,27.8,2.0,14,Cosmetic
6977550.0,Ольховая,14.0,6.0,25.7,9.0,14,Cosmetic
6977550.0,Ольховая,14.0,6.0,25.7,11.0,14,Cosmetic
6952223.0,Печатники,6.0,6.0,20.0,16.0,16,Cosmetic
6981936.0,Перерва,14.0,6.0,20.1,27.0,33,Cosmetic
6974903.0,Бунинская Аллея,9.0,6.0,20.0,9.0,9,Cosmetic
6968814.0,Бунинская Аллея,5.0,6.0,24.2,11.0,16,Cosmetic
6997897.0,Прокшино,6.0,6.0,21.2,7.0,13,Cosmetic
7064820.0,Аэропорт Внуково,17.0,6.0,29.4,13.0,14,Cosmetic
7050120.0,Аэропорт Внуково,17.0,6.0,29.4,8.0,9,Cosmetic
7017780.0,Аэропорт Внуково,17.0,6.0,29.4,6.0,14,Cosmetic
7051207.0,Пятницкое шоссе,4.0,6.0,21.9,5.0,19,Cosmetic
7081202.0,Бунинская Аллея,9.0,6.0,19.9,7.0,9,Cosmetic
7115581.0,Перерва,14.0,6.0,20.1,7.0,17,Cosmetic
7160325.0,Бунинская Аллея,18.0,6.0,22.2,13.0,30,Cosmetic
7201389.0,Бунинская Аллея,5.0,6.0,20.4,16.0,17,Cosmetic
7200000.0,Румянцево,10.0,6.0,24.5,6.0,23,Cosmetic
7215000.0,Медведково,16.0,6.0,19.5,8.0,14,Cosmetic
7212146.0,Кантемировская,18.0,6.0,19.9,2.0,23,Cosmetic
7251565.0,Красный Строитель,5.0,6.0,20.1,2.0,33,Cosmetic
7267587.0,Филатов Луг,11.0,6.0,27.1,18.0,19,Cosmetic
7263296.0,Бульвар Рокоссовского,3.0,6.0,19.9,31.0,33,Cosmetic
7322291.0,Бунинская Аллея,9.0,6.0,21.9,11.0,17,Cosmetic
7333853.0,Красный Строитель,3.0,6.0,20.02,18.0,33,Cosmetic
7317695.0,Бескудниково,19.0,6.0,20.1,23.0,33,Cosmetic
7304216.0,Кантемировская,19.0,6.0,19.9,31.0,33,Cosmetic
7336952.0,Кантемировская,18.0,6.0,19.9,18.0,23,Cosmetic
7420587.0,Бунинская Аллея,5.0,6.0,24.0,14.0,19,Cosmetic
7469211.0,Бунинская Аллея,18.0,6.0,22.4,8.0,30,Cosmetic
7553416.0,Бунинская Аллея,9.0,6.0,23.6,7.0,17,Cosmetic
7586564.0,Бульвар Рокоссовского,2.0,6.0,19.9,15.0,17,Cosmetic
7550000.0,Митино,7.0,6.0,27.4,17.0,25,Cosmetic
7680709.0,Бунинская Аллея,18.0,6.0,23.1,10.0,30,Cosmetic
7746900.0,Дегунино,6.0,6.0,25.5,3.0,33,Cosmetic
7728366.0,Красный Строитель,5.0,6.0,23.74,2.0,33,Cosmetic
7724430.0,Яхромская,7.0,6.0,20.1,18.0,33,Cosmetic
7702320.0,Яхромская,7.0,6.0,20.1,28.0,33,Cosmetic
7727583.0,Бабушкинская,6.0,6.0,19.8,21.0,33,Cosmetic
7692956.0,Бульвар Рокоссовского,3.0,6.0,19.9,28.0,33,Cosmetic
7789596.0,Бунинская Аллея,15.0,6.0,21.9,17.0,30,Cosmetic
7769425.0,Коммунарка,15.0,6.0,21.7,14.0,18,Cosmetic
7767405.0,Коммунарка,17.0,6.0,23.2,17.0,18,Cosmetic
7767901.0,Прокшино,13.0,6.0,23.4,15.0,16,Cosmetic
7831491.0,Бабушкинская,6.0,6.0,19.8,2.0,33,Cosmetic
7795256.0,Бабушкинская,6.0,6.0,19.9,33.0,33,Cosmetic
7762191.0,Бабушкинская,6.0,6.0,19.8,29.0,33,Cosmetic
7772750.0,Бульвар Рокоссовского,3.0,6.0,19.9,17.0,33,Cosmetic
7876191.0,Кантемировская,18.0,6.0,19.8,23.0,23,Cosmetic
7880571.0,Бибирево,8.0,6.0,21.8,2.0,24,Cosmetic
7935904.0,Медведково,19.0,6.0,22.4,25.0,32,Cosmetic
7928194.0,Дегунино,6.0,6.0,25.5,6.0,33,Cosmetic
7957543.0,Коммунарка,13.0,6.0,21.7,15.0,18,Cosmetic
7918104.0,Ховрино,16.0,6.0,24.7,11.0,14,Cosmetic
7973329.0,Волгоградский проспект,7.0,6.0,25.3,2.0,8,Cosmetic
8028161.0,Бульвар Адмирала Ушакова,8.0,6.0,23.8,7.0,17,Cosmetic
8011920.0,Коммунарка,10.0,6.0,22.8,10.0,13,Cosmetic
8031640.0,Саларьево,15.0,6.0,19.9,14.0,14,Cosmetic
8107000.0,Новые Черемушки,11.0,6.0,24.2,4.0,29,Cosmetic
8110926.0,Медведково,17.0,6.0,25.1,37.0,62,Cosmetic
8093519.0,Окружная,12.0,6.0,19.2,1.0,19,Cosmetic
8181840.0,Новохохловская,11.0,6.0,21.9,4.0,17,Cosmetic
8234620.0,Черкизовская,12.0,6.0,19.9,15.0,33,Cosmetic
8248942.0,Говорово,13.0,6.0,24.61,11.0,15,Cosmetic
8219240.0,Отрадное,17.0,6.0,21.7,14.0,24,Cosmetic
8232626.0,Отрадное,17.0,6.0,21.7,16.0,24,Cosmetic
8298300.0,Нагатинская,5.0,6.0,19.9,11.0,33,Cosmetic
8250000.0,Солнцево,7.0,6.0,22.5,17.0,23,Cosmetic
8358871.0,Саларьево,15.0,6.0,21.8,14.0,14,Cosmetic
8349993.0,Говорово,13.0,6.0,28.4,10.0,17,Cosmetic
8310176.0,Новоподрезково,6.0,6.0,28.0,2.0,15,Cosmetic
8381682.0,Говорово,13.0,6.0,25.47,14.0,15,Cosmetic
8475036.0,Красный Строитель,6.0,6.0,20.0,24.0,33,Cosmetic
8489121.0,Владыкино,10.0,6.0,19.8,13.0,33,Cosmetic
8488849.0,Бульвар Рокоссовского,10.0,6.0,19.9,16.0,33,Cosmetic
8427440.0,Аминьевская,7.0,6.0,20.2,23.0,33,Cosmetic
8458060.0,Давыдково,7.0,6.0,22.1,2.0,6,Cosmetic
8400000.0,Верхние Лихоборы,8.0,6.0,22.3,12.0,32,Cosmetic
8527123.0,Яхромская,7.0,6.0,20.0,30.0,33,Cosmetic
8516090.0,Медведково,16.0,6.0,24.3,21.0,32,Cosmetic
8544984.0,Владыкино,10.0,6.0,19.8,32.0,33,Cosmetic
8541585.0,Стахановская,8.0,6.0,27.9,5.0,32,Cosmetic
8500000.0,Бульвар Рокоссовского,9.0,6.0,20.01,20.0,33,Cosmetic
8645898.0,Аминьевская,6.0,6.0,20.2,7.0,33,Cosmetic
8558756.0,Тушинская,5.0,6.0,23.7,16.0,25,Cosmetic
8645300.0,Нагатинская,26.0,6.0,25.5,7.0,33,Cosmetic
8676581.0,Улица Скобелевская,5.0,6.0,24.0,13.0,16,Cosmetic
8740507.0,Владыкино,10.0,6.0,21.6,20.0,33,Cosmetic
8684371.0,Черкизовская,9.0,6.0,19.8,28.0,33,Cosmetic
8723765.0,Коптево,9.0,6.0,27.9,9.0,10,Cosmetic
11000000.0,Некрасовка,17.0,1.0,37.5,3.0,17,Cosmetic
10800000.0,Прокшино,13.0,1.0,33.8,15.0,18,Without renovation
11950000.0,Люблино,12.0,1.0,42.0,11.0,14,European-style renovation
12500000.0,Кунцевская,15.0,1.0,39.8,1.0,16,Cosmetic
38400000.0,Серпуховская,10.0,1.0,54.1,13.0,14,Without renovation
8500000.0,Пятницкое шоссе,35.0,1.0,36.7,4.0,24,Cosmetic
19350000.0,Коптево,13.0,1.0,36.2,13.0,20,Designer
11000000.0,Лесопарковая,10.0,1.0,35.0,13.0,26,Cosmetic
11700000.0,Коммунарка,24.0,1.0,46.9,8.0,14,European-style renovation
13200000.0,Говорово,15.0,1.0,46.1,11.0,12,Without renovation
11500000.0,Сетунь,23.0,1.0,38.9,12.0,12,European-style renovation
8500000.0,Щербинка,36.0,1.0,43.8,9.0,22,Cosmetic
9700000.0,Бибирево,10.0,1.0,35.0,19.0,20,European-style renovation
18000000.0,Рассказовка,26.0,1.0,44.8,1.0,12,Designer
10500000.0,Лухмановская,26.0,1.0,40.2,8.0,24,Cosmetic
15900000.0,Коммунарка,30.0,1.0,50.5,3.0,12,Cosmetic
10950000.0,Прокшино,13.0,1.0,38.4,10.0,18,Cosmetic
17190000.0,Сухаревская,8.0,1.0,37.8,3.0,8,European-style renovation
9250000.0,Сетунь,17.0,1.0,36.6,20.0,23,Cosmetic
25000000.0,Хорошёвская,6.0,1.0,41.6,21.0,24,European-style renovation
18200000.0,Китай-город,6.0,1.0,30.0,1.0,8,European-style renovation
8500000.0,Щербинка,26.0,1.0,40.0,8.0,21,Cosmetic
14700000.0,Прокшино,23.0,1.0,46.7,7.0,12,European-style renovation
9200000.0,Покровское,32.0,1.0,40.6,5.0,18,Cosmetic
13600000.0,Бунинская Аллея,39.0,1.0,36.5,8.0,15,Cosmetic
9980000.0,Щелковская,12.0,1.0,37.7,7.0,17,Without renovation
14000000.0,Улица Горчакова,6.0,1.0,50.6,4.0,9,European-style renovation
19900000.0,Аминьевская,5.0,1.0,45.2,15.0,42,Without renovation
23900000.0,Преображенская площадь,7.0,1.0,47.4,2.0,13,European-style renovation
12400000.0,Некрасовка,6.0,1.0,39.0,25.0,25,European-style renovation
12000000.0,Электрозаводская,12.0,1.0,36.7,3.0,12,Cosmetic
7850000.0,Волжская,15.0,1.0,32.9,2.0,3,Without renovation
13400000.0,Гражданская,10.0,1.0,36.4,8.0,14,Cosmetic
13999000.0,Каширская,20.0,1.0,41.6,3.0,9,Designer
11300000.0,Митино,8.0,1.0,38.0,17.0,17,European-style renovation
12600000.0,Улица Скобелевская,18.0,1.0,42.0,8.0,26,European-style renovation
12500000.0,Новодачная,29.0,1.0,35.5,3.0,17,European-style renovation
16500000.0,Варшавская,9.0,1.0,41.1,21.0,23,European-style renovation
12500000.0,Москва-Товарная,15.0,1.0,34.3,9.0,16,Cosmetic
16500000.0,Стахановская,4.0,1.0,38.5,4.0,23,Designer
22500000.0,Фили,13.0,1.0,45.6,15.0,16,Designer
13650000.0,Лианозово,13.0,1.0,46.0,20.0,32,European-style renovation
10150000.0,Коммунарка,12.0,1.0,30.2,9.0,15,European-style renovation
11200000.0,Коммунарка,25.0,1.0,34.5,16.0,25,Cosmetic
13100000.0,Лесопарковая,10.0,1.0,38.0,11.0,26,Cosmetic
11000000.0,Коммунарка,30.0,1.0,50.0,11.0,12,Without renovation
8645000.0,Братиславская,16.0,1.0,34.7,5.0,9,Cosmetic
15600000.0,Лесопарковая,9.0,1.0,42.4,15.0,23,European-style renovation
14500000.0,Хорошево,15.0,1.0,38.5,12.0,16,Designer
15990000.0,Говорово,11.0,1.0,50.3,2.0,6,European-style renovation
14400000.0,Крылатское,12.0,1.0,38.5,10.0,22,Cosmetic
9800000.0,Домодедовская,18.0,1.0,35.0,3.0,12,Designer
7990000.0,Щербинка,20.0,1.0,37.8,5.0,15,Cosmetic
14500000.0,Говорово,15.0,1.0,54.0,6.0,12,Cosmetic
12650000.0,Коммунарка,27.0,1.0,49.0,6.0,16,European-style renovation
6850000.0,Некрасовка,18.0,1.0,37.0,2.0,18,European-style renovation
13750000.0,Шоссе Энтузиастов,12.0,1.0,39.0,23.0,33,Designer
14200000.0,Молодежная,20.0,1.0,38.3,3.0,18,Cosmetic
11200000.0,Саларьево,27.0,1.0,39.0,14.0,24,Designer
10800000.0,Марьино,14.0,1.0,38.0,12.0,17,Cosmetic
35000000.0,Давыдково,23.0,1.0,50.3,11.0,25,Without renovation
7990000.0,Силикатная,27.0,1.0,35.2,13.0,15,Designer
11900000.0,Минская,24.0,1.0,32.0,1.0,5,Cosmetic
10500000.0,Планерная,11.0,1.0,35.3,5.0,12,European-style renovation
10500000.0,Улица Дмитриевского,22.0,1.0,39.0,4.0,9,Cosmetic
16100000.0,Ботанический сад,20.0,1.0,39.9,7.0,18,European-style renovation
14500000.0,Славянский бульвар,5.0,1.0,38.4,2.0,17,European-style renovation
14990000.0,Говорово,8.0,1.0,46.7,2.0,25,European-style renovation
11150000.0,Чертановская,15.0,1.0,35.0,8.0,16,Cosmetic
16490000.0,ЗИЛ,6.0,1.0,47.4,24.0,26,Designer
7900000.0,Остафьево,17.0,1.0,48.3,7.0,21,Without renovation
11900000.0,Перово,19.0,1.0,35.7,5.0,12,Cosmetic
12188000.0,Строгино,16.0,1.0,39.5,1.0,12,European-style renovation
11800000.0,Бабушкинская,16.0,1.0,35.0,6.0,16,Cosmetic
9300000.0,Сетунь,14.0,1.0,39.0,4.0,12,Cosmetic
13500000.0,Текстильщики,18.0,1.0,35.6,11.0,24,Cosmetic
11000000.0,Некрасовка,18.0,1.0,37.7,7.0,17,Cosmetic
13100000.0,Курьяново,9.0,1.0,33.0,15.0,25,Designer
24000000.0,Народное Ополчение,12.0,1.0,42.0,5.0,5,Designer
22000000.0,Ольховая,20.0,1.0,48.9,5.0,8,Designer
12400000.0,Водный стадион,9.0,1.0,35.0,1.0,9,Cosmetic
18000000.0,Марьина Роща,13.0,1.0,41.0,9.0,14,Designer
15500000.0,Дмитровская,3.0,1.0,29.4,24.0,58,European-style renovation
11990000.0,Тульская,5.0,1.0,34.0,6.0,16,Cosmetic
17550000.0,Профсоюзная,10.0,1.0,42.0,19.0,25,European-style renovation
12600000.0,Отрадное,11.0,1.0,37.7,3.0,17,Designer
21500000.0,ЗИЛ,16.0,1.0,43.0,2.0,14,Designer
11000000.0,Братиславская,17.0,1.0,33.1,3.0,25,European-style renovation
15500000.0,Говорово,8.0,1.0,47.2,18.0,25,Designer
8400000.0,Покровское,35.0,1.0,34.0,8.0,17,Without renovation
10500000.0,Люблино,28.0,1.0,36.0,3.0,10,European-style renovation
9800000.0,Дмитровская,10.0,1.0,34.3,1.0,12,European-style renovation
11500000.0,Новодачная,18.0,1.0,44.3,13.0,17,European-style renovation
10800000.0,Улица Дмитриевского,6.0,1.0,41.9,4.0,12,European-style renovation
14500000.0,Саларьево,13.0,1.0,41.1,7.0,25,European-style renovation
12000000.0,Физтех,9.0,1.0,42.4,9.0,16,Cosmetic
12670000.0,Солнцево,8.0,1.0,45.0,9.0,23,Without renovation
19000000.0,Ботанический сад,11.0,1.0,44.9,19.0,23,Without renovation
14900000.0,Покровское,28.0,1.0,51.0,7.0,15,European-style renovation
17500000.0,Минская,36.0,1.0,56.1,14.0,25,European-style renovation
9000000.0,Коммунарка,26.0,1.0,28.8,2.0,14,Cosmetic
9690000.0,Новопеределкино,7.0,1.0,39.1,12.0,14,Cosmetic
15000000.0,Беговая,4.0,1.0,39.0,6.0,16,Cosmetic
17700000.0,ВДНХ,15.0,1.0,36.0,12.0,12,Cosmetic
15000000.0,Шоссе Энтузиастов,10.0,1.0,39.0,18.0,25,Designer
11500000.0,Севастопольская,11.0,1.0,35.0,11.0,12,Cosmetic
9470000.0,Люблино,30.0,1.0,38.8,5.0,10,Cosmetic
21700000.0,Народное Ополчение,24.0,1.0,46.0,5.0,22,Designer
13790000.0,Красногвардейская,9.0,1.0,43.9,25.0,30,Without renovation
17550000.0,Профсоюзная,10.0,1.0,42.0,11.0,25,Cosmetic
8899000.0,Некрасовка,22.0,1.0,38.0,4.0,17,European-style renovation
17500000.0,Новаторская,15.0,1.0,45.0,8.0,22,European-style renovation
29000000.0,Шелепиха,12.0,1.0,53.9,14.0,36,European-style renovation
14000000.0,Стрешнево,8.0,1.0,40.4,18.0,28,European-style renovation
21500000.0,Речной вокзал,9.0,1.0,49.4,28.0,35,Without renovation
9250000.0,Сетунь,14.0,1.0,38.6,4.0,12,Cosmetic
7000000.0,Автозаводская,6.0,1.0,25.3,4.0,5,Designer
12600000.0,Свиблово,8.0,1.0,42.0,12.0,12,Cosmetic
28000000.0,Хорошёвская,13.0,1.0,43.0,15.0,24,Designer
11300000.0,Перово,4.0,1.0,39.3,12.0,14,Cosmetic
10850000.0,Крымская,9.0,1.0,35.0,1.0,12,Cosmetic
6900000.0,Медведково,17.0,1.0,35.0,1.0,6,Designer
25600000.0,Угрешская,9.0,1.0,47.6,18.0,30,Designer
16800000.0,Свиблово,11.0,1.0,44.5,10.0,25,Cosmetic
11900000.0,Новогиреево,12.0,1.0,40.0,12.0,12,Cosmetic
12400000.0,Перово,17.0,1.0,50.3,4.0,6,Cosmetic
7200000.0,Рассказовка,42.0,1.0,33.0,3.0,4,Without renovation
18500000.0,Бульвар Рокоссовского,9.0,1.0,46.8,22.0,30,European-style renovation
19629526.0,Панфиловская,5.0,1.0,55.6,2.0,11,European-style renovation
13400000.0,Новаторская,13.0,1.0,36.7,8.0,16,Cosmetic
14950000.0,Бауманская,6.0,1.0,34.4,4.0,12,European-style renovation
14500000.0,Люблино,14.0,1.0,50.8,2.0,14,Cosmetic
10900000.0,Пыхтино,28.0,1.0,37.8,10.0,17,Cosmetic
20000000.0,Ботанический сад,13.0,1.0,36.5,2.0,49,European-style renovation
22700000.0,Давыдково,19.0,1.0,51.0,8.0,16,European-style renovation
20014680.0,Панфиловская,5.0,1.0,56.7,2.0,11,European-style renovation
9200000.0,Прокшино,12.0,1.0,33.0,2.0,18,Cosmetic
8900000.0,Новогиреево,24.0,1.0,34.9,11.0,12,Cosmetic
13650000.0,Локомотив,16.0,1.0,40.2,3.0,33,European-style renovation
13690000.0,Академическая,12.0,1.0,38.0,6.0,14,European-style renovation
21900000.0,Шелепиха,13.0,1.0,44.5,30.0,46,European-style renovation
12800000.0,Бабушкинская,23.0,1.0,40.5,12.0,19,Cosmetic
9495000.0,Бабушкинская,28.0,1.0,35.8,9.0,16,Cosmetic
