area,rooms,floor,total_floors,minutes_to_metro,floor_ratio,is_first_floor,is_last_floor,is_studio,log_area,metro_station,renovation
20.6,0.0,3.0,21,23.0,0.1428571428571428,0,0,1,3.0726933146901194,Отрадное,European-style renovation
94.2,2.0,7.0,8,25.0,0.875,0,0,0,4.55597994179732,Тульская,European-style renovation
73.0,3.0,8.0,26,13.0,0.3076923076923077,0,0,0,4.30406509320417,Аминьевская,Without renovation
33.8,1.0,2.0,17,37.0,0.1176470588235294,0,0,0,3.5496173867804286,Внуково,European-style renovation
103.2,5.0,2.0,6,3.0,0.3333333333333333,0,0,0,4.646312129319266,Маяковская,Without renovation
61.0,3.0,3.0,8,5.0,0.375,0,0,0,4.127134385045092,Комсомольская,European-style renovation
22.2,6.0,13.0,30,18.0,0.4333333333333333,0,0,0,3.1441522786722644,Бунинская Аллея,Cosmetic
233.0,4.0,4.0,7,10.0,0.5714285714285714,0,0,0,5.455321115357702,Парк культуры,Designer
53.7,3.0,3.0,5,13.0,0.6,0,0,0,4.001863709427935,Динамо,Without renovation
167.0,4.0,4.0,49,13.0,0.0816326530612244,0,0,0,5.123963979403259,Щукинская,Designer
44.4,2.0,1.0,9,25.0,0.1111111111111111,1,0,0,3.8155121050473024,Яхромская,Without renovation
43.0,0.0,6.0,29,4.0,0.2068965517241379,0,0,1,3.784189633918261,Кунцевская,Without renovation
45.0,2.0,3.0,14,6.0,0.2142857142857142,0,0,0,3.828641396489095,Юго-Восточная,Cosmetic
36.1,1.0,12.0,17,13.0,0.7058823529411765,0,0,0,3.6136169696133895,Говорово,Cosmetic
65.0,3.0,22.0,22,28.0,1.0,0,1,0,4.189654742026425,Ростокино,Designer
23.7,0.0,2.0,17,8.0,0.1176470588235294,0,0,1,3.2068032436339315,Некрасовка,Cosmetic
